Site,Phase,Taxon,Family,Genus,domestic_wild,Proportion_per_Phase,Ubquity
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,2275312856,100
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0,1137656428,100
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,4550625711,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Adonis sp.,Ranunculaceae,Adonis,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Avena sp.,Poaceae,Avena,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Coronilla scorpioides (L.) Koch,Fabaceae,Coronilla,W,0,9367681499,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Echinaria spp.,Poaceae,Echinaria,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Galium sp.,Rubiaceae,Galium,W,4,9180327869,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Hordeum distichum rachis ,Poaceae,Hordeum,D,53,6299765808,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,2,3419203747,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Hordeum sp. grains,Poaceae,Hordeum,W,11,2412177986,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Hordeum spontaneum Koch,Poaceae,Hordeum,W,0,4683840749,100
Tell Nebi Mend (Kadesh),TNM_LB_I,indeterminata,_,_,W,10,5386416862,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Fabaceae indeterminate large,Fabaceae,_,W,2,3419203747,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Fabaceae indeterminate small,Fabaceae,_,W,3,7470725995,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Lens culinaris Medik.,Fabaceae,Lens,D,2,8103044496,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Lolium sp.,Poaceae,Lolium,W,1,8735362998,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Malva sp.,Malvaceae,Malva,W,0,4683840749,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Olea sp. L.,Oleaceae,Olea,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Phalaris sp.,Poaceae,Phalaris,W,0,4683840749,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Teucrium sp.,Lamiaceae,Teucrium,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Trigonella astroites Fisch. & Mey.,Fabaceae,Trigonella,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,0,4683840749,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Trigonella type,Fabaceae,Trigonella,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Veronica sp.,Plantaginaceae,Veronica,W,0,2341920375,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,4683840749,100
Tell Nebi Mend (Kadesh),TNM_LB_I,Vitis vinfera L. stalks,Vitaceae,Vitis,D,1,1709601874,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Chenopodium cf. album,Chenopodiaceae,Chenopodium,W,0,9070294785,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Galium sp.,Rubiaceae,Galium,W,0,2267573696,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Poaceae indet. small,Poaceae,_,W,8,6167800454,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Hordeum distichum rachis ,Poaceae,Hordeum,D,2,0408163265,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,23,1292517007,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Hordeum sp. grains,Poaceae,Hordeum,W,48,2993197279,100
Tell Nebi Mend (Kadesh),TNM_LB_II,indeterminata,_,_,W,10,8843537415,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Lathyrus sativus L.,Fabaceae,Lathyrus,D,0,2267573696,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Fabaceae indeterminate small,Fabaceae,_,W,1,1337868481,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0,9070294785,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Phalaris sp.,Poaceae,Phalaris,W,0,6802721088,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Silene conica L.,Caryophyllaceae,Silene,W,0,2267573696,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,0,6802721088,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Trigonella type,Fabaceae,Trigonella,W,0,2267573696,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Triticum dicoccum grains,Poaceae,Triticum,D,0,4535147392,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,9070294785,100
Tell Nebi Mend (Kadesh),TNM_LB_II,Vitis vinfera L. stalks,Vitaceae,Vitis,D,0,4535147392,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Adonis sp.,Ranunculaceae,Adonis,W,1,12,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Androsace maxima L.,Primulaceae,Androsace,W,0,16,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Avena sp.,Poaceae,Avena,W,0,72,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Bromus sp.,Poaceae,Bromus,W,0,56,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Cereal indeterminate grains,Poaceae,_,D,0,64,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Convolvulus sp. L.,Convolvulaceae,Convolvulus,W,0,16,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Coronilla scorpioides (L.) Koch,Fabaceae,Coronilla,W,2,72,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Eremopyrum sp.,Poaceae,Eremopyrum,W,0,08,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Galium sp.,Rubiaceae,Galium,W,0,72,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Hippocrepis sp.,Fabaceae,Hippocrepis,W,0,8,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Hordeum distichum rachis ,Poaceae,Hordeum,D,2,4,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,8,56,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Hordeum sp. grains,Poaceae,Hordeum,W,16,72,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Hordeum spontaneum Koch,Poaceae,Hordeum,W,0,24,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,indeterminata,_,_,W,11,44,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Lathyrus sativus L.,Fabaceae,Lathyrus,D,1,6,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Fabaceae indeterminate large,Fabaceae,_,W,1,44,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Fabaceae indeterminate small,Fabaceae,_,W,0,96,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Lens culinaris Medik.,Fabaceae,Lens,D,7,76,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0,8,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Lolium sp.,Poaceae,Lolium,W,4,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Lolium temulentum L.,Poaceae,Lolium,W,0,96,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Malva sp.,Malvaceae,Malva,W,0,24,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Phalaris sp.,Poaceae,Phalaris,W,0,56,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Pisum sativum L.,Fabaceae,Pisum,D,0,16,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum boeoticum/dicoccoides,Poaceae,Triticum,W,0,08,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,0,32,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Trigonella type,Fabaceae,Trigonella,W,0,16,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum monococcum/dicoccum grains,Poaceae,Triticum,D,0,32,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum dicoccum grains,Poaceae,Triticum,D,1,04,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,1,68,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,0,32,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum species indeterminate glume wheat grains,Poaceae,Triticum,D,0,08,33,3333333333
Tell Nebi Mend (Kadesh),TNM_MBA_I,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,48,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,88,66,6666666667
Tell Nebi Mend (Kadesh),TNM_MBA_I,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0,48,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Vitis vinifera L. pips,Vitaceae,Vitis,D,19,04,100
Tell Nebi Mend (Kadesh),TNM_MBA_I,Vitis vinfera L. stalks,Vitaceae,Vitis,D,9,6,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Aegilops sp. glume bases (spikelet bases),Poaceae,Aegilops,W,0,2212389381,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Avena sp.,Poaceae,Avena,W,0,4424778761,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Chenopodium cf. album,Chenopodiaceae,Chenopodium,W,3,5398230088,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Coronilla scorpioides (L.) Koch,Fabaceae,Coronilla,W,0,2212389381,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Echinaria spp.,Poaceae,Echinaria,W,1,3274336283,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Galium sp.,Rubiaceae,Galium,W,4,203539823,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Poaceae indet. small,Poaceae,_,W,1,5486725664,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Hippocrepis sp.,Fabaceae,Hippocrepis,W,0,8849557522,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Hordeum distichum rachis ,Poaceae,Hordeum,D,20,3539823009,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,14,6017699115,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Hordeum sp. grains,Poaceae,Hordeum,W,11,2831858407,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,indeterminata,_,_,W,8,407079646,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Lathyrus sativus L.,Fabaceae,Lathyrus,D,2,2123893805,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Fabaceae indeterminate large,Fabaceae,_,W,1,1061946903,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Fabaceae indeterminate small,Fabaceae,_,W,0,6637168142,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Lens culinaris Medik.,Fabaceae,Lens,D,1,3274336283,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Lolium sp.,Poaceae,Lolium,W,1,1061946903,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Lolium temulentum L.,Poaceae,Lolium,W,0,6637168142,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Phalaris sp.,Poaceae,Phalaris,W,13,2743362832,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Plantago sp.,Plantaginaceae,Plantago,W,0,2212389381,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Rumex sp.,Polygonaceae,Rumex,W,0,6637168142,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Silene conica L.,Caryophyllaceae,Silene,W,1,7699115044,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,3,7610619469,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Triticum dicoccum grains,Poaceae,Triticum,D,0,4424778761,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,2,8761061947,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,1,1061946903,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,6637168142,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Veronica sp.,Plantaginaceae,Veronica,W,0,2212389381,100
Tell Nebi Mend (Kadesh),TNM_MBA_III,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,8849557522,100
Tell Qara Quzaq,TQQ_II,Adonis sp.,Ranunculaceae,Adonis,W,1,43
Tell Qara Quzaq,TQQ_II,Aegilops crassa,Poaceae,Aegilops,W,5,86
Tell Qara Quzaq,TQQ_II,Aegilops searsii,Poaceae,Aegilops,W,1,29
Tell Qara Quzaq,TQQ_II,Agrimonia eupatoria L.,Rosaceae,Agrimonia,W,0,14
Tell Qara Quzaq,TQQ_II,Alcea dissecta (Baker) Zohary,Malvaceae,Alcea,W,0,14
Tell Qara Quzaq,TQQ_II,Ammi majus L.,Apiaceae,Ammi,W,0,14
Tell Qara Quzaq,TQQ_II,Amygdalus argentea Lam.,Rosaceae,Amygdalus,W,0,14
Tell Qara Quzaq,TQQ_II,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,6,100
Tell Qara Quzaq,TQQ_II,Arnebia linearifolia DC.,Boraginaceae,Arnebia,W,0,57
Tell Qara Quzaq,TQQ_II,Asparagus sp.,Liliaceae,Asparagus,W,0,14
Tell Qara Quzaq,TQQ_II,Astragalus sp.,Fabaceae,Astragalus,W,0,43
Tell Qara Quzaq,TQQ_II,Avenula sp.,Poaceae,Avenula,W,0,14
Tell Qara Quzaq,TQQ_II,Bellevalia sp.,Liliaceae,Bellevalia,W,0,29
Tell Qara Quzaq,TQQ_II,Beta vulgaris L.,Chenopodiaceae,Beta,D,0,14
Tell Qara Quzaq,TQQ_II,Bromus danthoniae Trin.,Poaceae,Bromus,W,0,43
Tell Qara Quzaq,TQQ_II,Bromus sterilis L.,Poaceae,Bromus,W,1,43
Tell Qara Quzaq,TQQ_II,Bupleurum subovatum Link. ex Spreng. var. heterophyllum (Link) Wolff in Engler,Apiaceae,Bupleurum,W,0,14
Tell Qara Quzaq,TQQ_II,Calicotome villosa (Poiret) Link,Fabaceae,Calicotome,W,0,14
Tell Qara Quzaq,TQQ_II,Capparis spinosa L.,Capparaceae,Capparis,W,0,43
Tell Qara Quzaq,TQQ_II,Carex divisa Hudson,Cyperaceae,Carex,W,0,43
Tell Qara Quzaq,TQQ_II,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,14
Tell Qara Quzaq,TQQ_II,Centaurea sp. L.,Asteraceae,Centaurea,W,0,29
Tell Qara Quzaq,TQQ_II,Cerastium type,Caryophyllaceae,Cerastium,W,0,43
Tell Qara Quzaq,TQQ_II,cf. Lens sp.,Fabaceae,Lens,W,0,14
Tell Qara Quzaq,TQQ_II,cf. Piper sp.,Piperaceae,Piper,K,0,14
Tell Qara Quzaq,TQQ_II,cf. Stachys sp.,Lamiaceae,Stachys,W,0,14
Tell Qara Quzaq,TQQ_II,Chenopodium cf. album,Chenopodiaceae,Chenopodium,W,0,29
Tell Qara Quzaq,TQQ_II,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,14
Tell Qara Quzaq,TQQ_II,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,14
Tell Qara Quzaq,TQQ_II,Asteraceae indet.,Asteraceae,_,W,0,14
Tell Qara Quzaq,TQQ_II,Coronilla sp.,Fabaceae,Coronilla,W,0,29
Tell Qara Quzaq,TQQ_II,Brassicaceae indet.,Brassicaceae,_,W,0,14
Tell Qara Quzaq,TQQ_II,Crucianella sp.,Rubiaceae,Crucianella,W,0,14
Tell Qara Quzaq,TQQ_II,Echinochloa sp.,Poaceae,Echinochloa,W,0,29
Tell Qara Quzaq,TQQ_II,Eleocharis sp.,Cyperaceae,Eleocharis,W,0,14
Tell Qara Quzaq,TQQ_II,Eremopyrum bonaepartis,Poaceae,Eremopyrum,W,1,29
Tell Qara Quzaq,TQQ_II,Euphorbia sp.,Euphorbiaceae,Euphorbia,W,0,14
Tell Qara Quzaq,TQQ_II,Ficus carica L.,Moraceae,Ficus,D,0,29
Tell Qara Quzaq,TQQ_II,Fumaria sp.,Papaveraceae,Fumaria,W,0,29
Tell Qara Quzaq,TQQ_II,Galium tricornutum Dandy,Rubiaceae,Galium,W,2,43
Tell Qara Quzaq,TQQ_II,Glaucium aleppicum type,Papaveraceae,Glaucium,W,0,14
Tell Qara Quzaq,TQQ_II,Poaceae indet.,Poaceae,_,W,6,86
Tell Qara Quzaq,TQQ_II,Gypsophila type,Caryophyllaceae,Gypsophila,W,0,14
Tell Qara Quzaq,TQQ_II,Herniaria sp.,Caryophyllaceae,Herniaria,W,0,14
Tell Qara Quzaq,TQQ_II,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,50,100
Tell Qara Quzaq,TQQ_II,Hordeum sp. grains,Poaceae,Hordeum,W,7,57
Tell Qara Quzaq,TQQ_II,Hordeum spontaneum Koch,Poaceae,Hordeum,W,1,43
Tell Qara Quzaq,TQQ_II,Indigofera articulata,Fabaceae,Indigofera,W,0,14
Tell Qara Quzaq,TQQ_II,Juniperus sp.,Cupressaceae,Juniper,W,0,14
Tell Qara Quzaq,TQQ_II,Koelpinia linearis,Asteraceae,Koelpinia,W,0,14
Tell Qara Quzaq,TQQ_II,Lens culinaris Medik.,Fabaceae,Lens,D,0,14
Tell Qara Quzaq,TQQ_II,Lepidium sp.,Brassicaceae,Lepidium,W,0,14
Tell Qara Quzaq,TQQ_II,Liliaceae indeterminate,Liliaceae,_,W,0,14
Tell Qara Quzaq,TQQ_II,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,29
Tell Qara Quzaq,TQQ_II,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,1,57
Tell Qara Quzaq,TQQ_II,Lolium rigidum/temulentum,Poaceae,Lolium,W,1,29
Tell Qara Quzaq,TQQ_II,Malva sp.,Malvaceae,Malva,W,0,14
Tell Qara Quzaq,TQQ_II,Medicago astroites type,Fabaceae,Medicago,W,0,14
Tell Qara Quzaq,TQQ_II,Medicago sp.,Fabaceae,Medicago,W,0,14
Tell Qara Quzaq,TQQ_II,Melilotus segetalis/sulcatus,Fabaceae,Melilotus,W,0,43
Tell Qara Quzaq,TQQ_II,Morus sp.,Moraceae,Morus,W,0,43
Tell Qara Quzaq,TQQ_II,Nepeta sp.,Lamiaceae,Nepeta,W,0,14
Tell Qara Quzaq,TQQ_II,Onobrychis sp.,Fabaceae,Onobrychis,W,0,14
Tell Qara Quzaq,TQQ_II,Onopordum sp. L.,Asteraceae,Onopordum,W,0,14
Tell Qara Quzaq,TQQ_II,Phalaris sp.,Poaceae,Phalaris,W,0,29
Tell Qara Quzaq,TQQ_II,Phragmites australis (Cav.) Trin.,Poaceae,Phragmites,W,1,14
Tell Qara Quzaq,TQQ_II,Pinus pinea L.,Pinaceae,Pinus,W,0,14
Tell Qara Quzaq,TQQ_II,Pisum sativum L.,Fabaceae,Pisum,D,0,29
Tell Qara Quzaq,TQQ_II,Plantago sp.,Plantaginaceae,Plantago,W,0,29
Tell Qara Quzaq,TQQ_II,Polygonum arenarium type,Polygonaceae,Polygonum,W,2,43
Tell Qara Quzaq,TQQ_II,Potamogeton sp.,Potamogetonaceae,Potamogeton,W,0,14
Tell Qara Quzaq,TQQ_II,Prosopis farcta (Banks & Sol.) Macbride in Contrib. Gray Herb,Fabaceae,Prosopis,W,0,14
Tell Qara Quzaq,TQQ_II,Punica granatum L.,Punicaceae,Punica,D,0,14
Tell Qara Quzaq,TQQ_II,Pyrus sp. L.,Rosaceae,Pyrus,W,0,14
Tell Qara Quzaq,TQQ_II,Ranunculus arvensis L.,Ranunculaceae,Ranunculus,W,0,14
Tell Qara Quzaq,TQQ_II,Rhamnus disperma,Rhamnaceae,Rhamnus,W,0,14
Tell Qara Quzaq,TQQ_II,Rhamnus punctatus Boiss.,Rhamnaceae,Rhamnus,W,0,14
Tell Qara Quzaq,TQQ_II,Rosa sp. L.,Rosaceae,Rosa,W,0,29
Tell Qara Quzaq,TQQ_II,Rubus sp.,Rosaceae,Rubus,W,0,14
Tell Qara Quzaq,TQQ_II,Rumex sp.,Polygonaceae,Rumex,W,0,14
Tell Qara Quzaq,TQQ_II,Sambucus nigra,Caprifoliaceae,Sambucus,W,0,14
Tell Qara Quzaq,TQQ_II,Scirpus maritimus L.,Cyperaceae,Scirpus,W,0,29
Tell Qara Quzaq,TQQ_II,Scrophularia sp.,Scrophulariaceae,Scrophularia,W,0,14
Tell Qara Quzaq,TQQ_II,Setaria sp.,Poaceae,Setaria,W,0,29
Tell Qara Quzaq,TQQ_II,Silene sp.,Caryophyllaceae,Silene,W,0,14
Tell Qara Quzaq,TQQ_II,Stachys arabica,Lamiaceae,Stachys,W,3,57
Tell Qara Quzaq,TQQ_II,Stipa sp.,Poaceae,Stipa,W,0,29
Tell Qara Quzaq,TQQ_II,Teucrium spinosum L.,Lamiaceae,Teucrium,W,0,14
Tell Qara Quzaq,TQQ_II,Trifolium sp.,Fabaceae,Trifolium,W,0,29
Tell Qara Quzaq,TQQ_II,Trigonella coelesyriaca Boiss.,Fabaceae,Trigonella,W,0,14
Tell Qara Quzaq,TQQ_II,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,1,57
Tell Qara Quzaq,TQQ_II,Vaccaria hispanica,Caryophyllaceae,Vaccaria,W,0,14
Tell Qara Quzaq,TQQ_II,Valerianella coronata type,Valerianaceae,Valerianella,W,2,29
Tell Qara Quzaq,TQQ_II,Valerianella dentata type,Valerianaceae,Valerianella,W,0,14
Tell Qara Quzaq,TQQ_II,Valerianella vesicaria type,Valerianaceae,Valerianella,W,0,43
Tell Qara Quzaq,TQQ_II,Veronica persica Poiret,Plantaginaceae,Veronica,W,0,14
Tell Qara Quzaq,TQQ_II,Vicia sp.,Fabaceae,Vicia,D,0,29
Tell Qara Quzaq,TQQ_II,Viola sp.,Violaceae,Viola,W,0,43
Tell Qara Quzaq,TQQ_II,Vitis vinifera L. pips,Vitaceae,Vitis,D,1,43
Tell Qara Quzaq,TQQ_II,Ziziphora sp.,Lamiaceae,Ziziphora,W,0,14
Tell Qara Quzaq,TQQ_III,Aegilops crassa,Poaceae,Aegilops,W,3,100
Tell Qara Quzaq,TQQ_III,Aegilops searsii,Poaceae,Aegilops,W,2,50
Tell Qara Quzaq,TQQ_III,Amaranthus sp.,Amaranthaceae,Amaranthus,W,0,50
Tell Qara Quzaq,TQQ_III,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,15,100
Tell Qara Quzaq,TQQ_III,Astragalus sp.,Fabaceae,Astragalus,W,0,50
Tell Qara Quzaq,TQQ_III,Avena sp.,Poaceae,Avena,W,4,50
Tell Qara Quzaq,TQQ_III,Bromus danthoniae Trin.,Poaceae,Bromus,W,0,50
Tell Qara Quzaq,TQQ_III,Bromus sterilis L.,Poaceae,Bromus,W,14,50
Tell Qara Quzaq,TQQ_III,Capparis spinosa L.,Capparaceae,Capparis,W,0,50
Tell Qara Quzaq,TQQ_III,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,50
Tell Qara Quzaq,TQQ_III,Centaurea sp. L.,Asteraceae,Centaurea,W,0,50
Tell Qara Quzaq,TQQ_III,cf. Lotus sp.,Fabaceae,Lotus,W,0,50
Tell Qara Quzaq,TQQ_III,cf. Stachys sp.,Lamiaceae,Stachys,W,0,50
Tell Qara Quzaq,TQQ_III,Brassicaceae indet.,Brassicaceae,_,W,0,50
Tell Qara Quzaq,TQQ_III,Cyperus sp.,Cyperaceae,Cyperus,W,0,50
Tell Qara Quzaq,TQQ_III,Poaceae indet.,Poaceae,_,W,16,100
Tell Qara Quzaq,TQQ_III,Gypsophila type,Caryophyllaceae,Gypsophila,W,0,50
Tell Qara Quzaq,TQQ_III,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,25,100
Tell Qara Quzaq,TQQ_III,Hordeum sp. grains,Poaceae,Hordeum,W,7,100
Tell Qara Quzaq,TQQ_III,Hordeum spontaneum Koch,Poaceae,Hordeum,W,0,50
Tell Qara Quzaq,TQQ_III,Lens culinaris Medik.,Fabaceae,Lens,D,1,50
Tell Qara Quzaq,TQQ_III,Lepidium sp.,Brassicaceae,Lepidium,W,0,50
Tell Qara Quzaq,TQQ_III,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0,50
Tell Qara Quzaq,TQQ_III,Malva sp.,Malvaceae,Malva,W,0,50
Tell Qara Quzaq,TQQ_III,Medicago astroites type,Fabaceae,Medicago,W,0,50
Tell Qara Quzaq,TQQ_III,Melilotus segetalis/sulcatus,Fabaceae,Melilotus,W,1,50
Tell Qara Quzaq,TQQ_III,Ornithogalum type,Liliaceae,Ornithogalum,W,0,50
Tell Qara Quzaq,TQQ_III,Sherardia arvensis L.,Rubiaceae,Sherardia,W,0,50
Tell Qara Quzaq,TQQ_III,Silene sp.,Caryophyllaceae,Silene,W,0,50
Tell Qara Quzaq,TQQ_III,Sinapis arvensis L.,Brassicaceae,Sinapis,D,1,50
Tell Qara Quzaq,TQQ_III,Stachys arabica,Lamiaceae,Stachys,W,1,100
Tell Qara Quzaq,TQQ_III,Stipa sp.,Poaceae,Stipa,W,0,50
Tell Qara Quzaq,TQQ_III,Trifolium sp.,Fabaceae,Trifolium,W,1,50
Tell Qara Quzaq,TQQ_III,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,1,50
Tell Qara Quzaq,TQQ_III,Veronica persica Poiret,Plantaginaceae,Veronica,W,1,100
Tell Qara Quzaq,TQQ_III,Viola sp.,Violaceae,Viola,W,1,50
Tell Qara Quzaq,TQQ_IV,Aegilops crassa,Poaceae,Aegilops,W,3,67
Tell Qara Quzaq,TQQ_IV,Aegilops searsii,Poaceae,Aegilops,W,0,17
Tell Qara Quzaq,TQQ_IV,Ajuga sp.,Lamiaceae,Ajuga,W,0,17
Tell Qara Quzaq,TQQ_IV,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,13,100
Tell Qara Quzaq,TQQ_IV,Arnebia linearifolia DC.,Boraginaceae,Arnebia,W,0,33
Tell Qara Quzaq,TQQ_IV,Astragalus sp.,Fabaceae,Astragalus,W,1,50
