Site,Phase,Taxon,Family,Genus,domestic_wild,Proportion_per_Phase,Ubquity
Djade,DJ,Chenopodiaceae/Capparis/etc. spiral  embryo indeterminate,_,_,_,0,0
Djade,DJ,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,0
Djade,DJ,Fumaria sp.,Papaveraceae,Fumaria,W,0,0
Djade,DJ,Galium sp.,Rubiaceae,Galium,W,0,0
Djade,DJ,Glaucium sp.,Papaveraceae,Glaucium,W,0,0
Djade,DJ,Poaceae indet.,Poaceae,_,W,0,0
Djade,DJ,Heliotropium L. sp.,Boraginaceae,Heliotropium,W,0,0
Djade,DJ,Hordeum bulbosum L.,Poaceae,Hordeum,W,0,0
Djade,DJ,Hordeum sp. (wild),Poaceae,Hordeum,W,0,0
Djade,DJ,Hordeum spontaneum/sativum grains,Poaceae,Hordeum,W,0,0
Djade,DJ,Hordeum spontaneum/sativum rachis internodes,Poaceae,Hordeum,W,0,0
Djade,DJ,Fabaceae indeterminate small,Fabaceae,_,W,0,0
Djade,DJ,Lens sp.,Fabaceae,Lens,D,0,0
Djade,DJ,Lithospermum L. sp.,Boraginaceae,Lithospermum,W,0,0
Djade,DJ,Papaver sp.,Papaveraceae,Papaver,W,0,0
Djade,DJ,Pistacia sp.,Anacardiaceae,Pistacia,W,0,0
Djade,DJ,Pisum sp.,Fabaceae,Pisum,W,0,0
Djade,DJ,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
Djade,DJ,Pyrus sp. L.,Rosaceae,Pyrus,W,0,0
Djade,DJ,Ranunculus sp.,Ranunculaceae,Ranunculus,W,0,0
Djade,DJ,Rumex sp.,Polygonaceae,Rumex,W,0,0
Djade,DJ,Silene sp.,Caryophyllaceae,Silene,W,0,0
Djade,DJ,Triticum boeoticum/Secale montanum grains,Poaceae,Triticum,W,0,0
Djade,DJ,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,0
Djade,DJ,Vitis sylvestris Gmelin,Vitaceae,Vitis,W,0,0
Drachmani,DRA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,0
Ebla,EBL_EBA_IVA,Cereal indeterminate grains,Poaceae,_,D,29,30542341,90
Ebla,EBL_EBA_IVA,Cicer arietinum L.,Fabaceae,Cicer,D,0,190294957,20
Ebla,EBL_EBA_IVA,Crataegus sp. L.,Rosaceae,Crataegus,W,0,095147479,10
Ebla,EBL_EBA_IVA,Galium sp.,Rubiaceae,Galium,W,0,761179829,50
Ebla,EBL_EBA_IVA,Poaceae indet.,Poaceae,_,W,0,095147479,10
Ebla,EBL_EBA_IVA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,25,7849667,100
Ebla,EBL_EBA_IVA,indeterminata,_,_,W,4,75737393,40
Ebla,EBL_EBA_IVA,Fabaceae indet.,Fabaceae,_,W,0,856327307,50
Ebla,EBL_EBA_IVA,Lens culinaris Medik.,Fabaceae,Lens,D,2,378686965,100
Ebla,EBL_EBA_IVA,Olea europaea L.,Oleaceae,Olea,D,27,68791627,100
Ebla,EBL_EBA_IVA,Pistacia sp.,Anacardiaceae,Pistacia,W,0,095147479,10
Ebla,EBL_EBA_IVA,Pisum sativum L.,Fabaceae,Pisum,D,0,761179829,60
Ebla,EBL_EBA_IVA,Secale cereale grains,Poaceae,Secale,D,0,66603235,20
Ebla,EBL_EBA_IVA,Triticum dicoccum grains,Poaceae,Triticum,D,1,046622265,40
Ebla,EBL_EBA_IVA,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,190294957,20
Ebla,EBL_EBA_IVA,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,1,141769743,30
Ebla,EBL_EBA_IVA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,2,473834443,70
Ebla,EBL_EBA_IVA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,095147479,10
Ebla,EBL_EBA_IVA,Vicia faba L.,Fabaceae,Vicia,D,0,190294957,20
Ebla,EBL_EBA_IVA,Vitis vinifera L. fruits,Vitaceae,Vitis,D,0,095147479,10
Ebla,EBL_EBA_IVA,Vitis vinifera L. pips,Vitaceae,Vitis,D,1,3320647,60
El Kowm I,EKIa,Aizoon hispanicum,Aizoaceae,Aizoon,W,45,100
El Kowm I,EKIa,Ajuga sp.,Lamiaceae,Ajuga,W,0,50
El Kowm I,EKIa,Androsace maxima L.,Primulaceae,Androsace,W,0,50
El Kowm I,EKIa,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,9,100
El Kowm I,EKIa,Arnebia linearifolia DC.,Boraginaceae,Arnebia,W,1,50
El Kowm I,EKIa,Astragalus sp.,Fabaceae,Astragalus,W,2,100
El Kowm I,EKIa,Bellevalia sp.,Liliaceae,Bellevalia,W,0,50
El Kowm I,EKIa,Carex sp.,Cyperaceae,Carex,W,0,100
El Kowm I,EKIa,Chenopodiaceae indet.,Chenopodiaceae,_,W,1,50
El Kowm I,EKIa,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,50
El Kowm I,EKIa,Ficus sp.,Moraceae,Ficus,W,1,50
El Kowm I,EKIa,Poaceae indet.,Poaceae,_,W,1,100
El Kowm I,EKIa,Helianthemum sp.,Cistaceae,Helianthemum,W,0,50
El Kowm I,EKIa,Heliotropium L. sp.,Boraginaceae,Heliotropium,W,1,50
El Kowm I,EKIa,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,50
El Kowm I,EKIa,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,50
El Kowm I,EKIa,Fabaceae indeterminate small,Fabaceae,_,W,16,100
El Kowm I,EKIa,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,2,100
El Kowm I,EKIa,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,8,100
El Kowm I,EKIa,Lolium sp.,Poaceae,Lolium,W,1,100
El Kowm I,EKIa,Malvaceae indet.,Malvaceae,_,W,0,50
El Kowm I,EKIa,Pisum sp.,Fabaceae,Pisum,W,0,50
El Kowm I,EKIa,Plantago sp.,Plantaginaceae,Plantago,W,0,100
El Kowm I,EKIa,Silene sp.,Caryophyllaceae,Silene,W,0,100
El Kowm I,EKIa,Suaeda sp.,Chenopodiaceae,Suaeda,W,6,100
El Kowm I,EKIa,Triticum dicoccum grains,Poaceae,Triticum,D,1,100
El Kowm I,EKIa,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,1,100
El Kowm I,EKIa,Vicia sp.,Fabaceae,Vicia,D,1,50
El Kowm I,EKIb,Ajuga sp.,Lamiaceae,Ajuga,W,0,17
El Kowm I,EKIb,Alyssum sp.,Brassicaceae,Alyssum,W,0,17
El Kowm I,EKIb,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,17,100
El Kowm I,EKIb,Astragalus sp.,Fabaceae,Astragalus,W,1,33
El Kowm I,EKIb,Bellevalia sp.,Liliaceae,Bellevalia,W,0,17
El Kowm I,EKIb,Carex sp.,Cyperaceae,Carex,W,0,17
El Kowm I,EKIb,Brassicaceae indet.,Brassicaceae,_,W,0,17
El Kowm I,EKIb,Ficus sp.,Moraceae,Ficus,W,67,67
El Kowm I,EKIb,Galium sp.,Rubiaceae,Galium,W,0,17
El Kowm I,EKIb,Glaucium aleppicum,Papaveraceae,Glaucium,W,1,33
El Kowm I,EKIb,Poaceae indet.,Poaceae,_,W,0,67
El Kowm I,EKIb,Helianthemum sp.,Cistaceae,Helianthemum,W,0,17
El Kowm I,EKIb,Heliotropium L. sp.,Boraginaceae,Heliotropium,W,0,33
El Kowm I,EKIb,Hordeum distichum rachis ,Poaceae,Hordeum,D,2,67
El Kowm I,EKIb,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,2,67
El Kowm I,EKIb,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,17
El Kowm I,EKIb,Fabaceae indeterminate small,Fabaceae,_,W,2,67
El Kowm I,EKIb,Lens sp.,Fabaceae,Lens,D,0,33
El Kowm I,EKIb,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,2,100
El Kowm I,EKIb,Melilotus sp.,Fabaceae,Melilotus,W,0,17
El Kowm I,EKIb,Plantago sp.,Plantaginaceae,Plantago,W,0,33
El Kowm I,EKIb,Silene sp.,Caryophyllaceae,Silene,W,1,17
El Kowm I,EKIb,Suaeda sp.,Chenopodiaceae,Suaeda,W,3,67
El Kowm I,EKIb,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,0,17
El Kowm I,EKIb,Triticum dicoccum grains,Poaceae,Triticum,D,0,83
El Kowm I,EKIb,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,1,67
El Kowm I,EKIb,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,1,83
El Kowm II,EKII,Adonis aestivalis L.,Ranunculaceae,Adonis,W,0,3
El Kowm II,EKII,Aegilops sp. grains,Poaceae,Aegilops,W,0,3
El Kowm II,EKII,Aegilops sp. spikelet forks (spikelets),Poaceae,Aegilops,W,0,3
El Kowm II,EKII,Aizoon hispanicum,Aizoaceae,Aizoon,W,0,16
El Kowm II,EKII,Androsace maxima L.,Primulaceae,Androsace,W,0,10
El Kowm II,EKII,Arenaria sp.,Caryophyllaceae,Arenaria,W,0,35
El Kowm II,EKII,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,0,29
El Kowm II,EKII,Artemisia sp. L.,Asteraceae,Artemisia,W,0,6
El Kowm II,EKII,Atriplex sp.,Chenopodiaceae,Atriplex,W,1,19
El Kowm II,EKII,Brassica sp.,Brassicaceae,Brassica,W,0,10
El Kowm II,EKII,Bromus sp.,Poaceae,Bromus,W,1,19
El Kowm II,EKII,Camphorosma sp.,Chenopodiaceae,Camphorosma,W,0,3
El Kowm II,EKII,Carex sp.,Cyperaceae,Carex,W,0,6
El Kowm II,EKII,Cereal indeterminate culm,Poaceae,_,D,0,6
El Kowm II,EKII,Cereal indeterminate grains,Poaceae,_,D,4,97
El Kowm II,EKII,Chenopodiaceae/Capparis/etc. spiral  embryo indeterminate,_,_,_,0,13
El Kowm II,EKII,Chenopodiaceae/Caryophyllaceae indeterminate,Caryophyllaceae/Chenopodiaceae,_,_,0,16
El Kowm II,EKII,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,29
El Kowm II,EKII,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,6
El Kowm II,EKII,Cladium mariscus (L.) Pohl,Cyperaceae,Cladium,W,0,6
El Kowm II,EKII,Asteraceae indet.,Asteraceae,_,W,0,19
El Kowm II,EKII,Brassicaceae indet.,Brassicaceae,_,W,0,19
El Kowm II,EKII,Crucianella sp.,Rubiaceae,Crucianella,W,9,74
El Kowm II,EKII,Cynodon sp.,Poaceae,Cynodon,W,0,6
El Kowm II,EKII,Cyperaceae indet.,Cyperaceae,_,W,0,26
El Kowm II,EKII,Ficus carica L.,Moraceae,Ficus,D,2,55
El Kowm II,EKII,Galium sp.,Rubiaceae,Galium,W,0,10
El Kowm II,EKII,Poaceae indet.,Poaceae,_,W,1,52
El Kowm II,EKII,Helianthemum sp.,Cistaceae,Helianthemum,W,2,39
El Kowm II,EKII,Heliotropium L. sp.,Boraginaceae,Heliotropium,W,0,16
El Kowm II,EKII,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,1,55
El Kowm II,EKII,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,6
El Kowm II,EKII,Hordeum sp. (wild),Poaceae,Hordeum,W,0,10
El Kowm II,EKII,Hordeum vulgare rachis,Poaceae,Hordeum,D,1,61
El Kowm II,EKII,Hordeum spontaneum/sativum grains,Poaceae,Hordeum,W,0,6
El Kowm II,EKII,Lamiaceae indet.,Lamiaceae,_,W,0,10
El Kowm II,EKII,Fabaceae indeterminate small,Fabaceae,_,W,30,100
El Kowm II,EKII,Liliaceae indeterminate,Liliaceae,_,W,0,6
El Kowm II,EKII,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0,26
El Kowm II,EKII,Lolium sp.,Poaceae,Lolium,W,1,52
El Kowm II,EKII,Malva sp.,Malvaceae,Malva,W,0,13
El Kowm II,EKII,Muscari sp.,Liliaceae,Muscari,W,0,13
El Kowm II,EKII,Onobrychis sp.,Fabaceae,Onobrychis,W,1,29
El Kowm II,EKII,Ornithogalum sp.,Liliaceae,Ornithogalum,W,0,23
El Kowm II,EKII,Papaver sp.,Papaveraceae,Papaver,W,0,6
El Kowm II,EKII,Poa sp.,Poaceae,Poa,W,0,26
El Kowm II,EKII,Scirpus sp.,Cyperaceae,Scirpus,W,0,3
El Kowm II,EKII,Setaria sp.,Poaceae,Setaria,W,0,6
El Kowm II,EKII,Stipa sp.,Poaceae,Stipa,W,0,6
El Kowm II,EKII,Suaeda sp.,Chenopodiaceae,Suaeda,W,25,87
El Kowm II,EKII,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,0,26
El Kowm II,EKII,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,0,6
El Kowm II,EKII,Trigonella sp.,Fabaceae,Trigonella,W,0,10
El Kowm II,EKII,Triticum monococcum/dicoccum glume bases,Poaceae,Triticum,D,10,65
El Kowm II,EKII,Triticum monococcum/dicoccum grains,Poaceae,Triticum,D,0,10
El Kowm II,EKII,Triticum monococcum/dicoccum spikelet forks,Poaceae,Triticum,D,2,48
El Kowm II,EKII,Triticum dicoccum grains,Poaceae,Triticum,D,0,10
El Kowm II,EKII,Triticum dicoccum glume bases,Poaceae,Triticum,D,0,10
El Kowm II,EKII,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,23
El Kowm II,EKII,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,3
El Kowm II,EKII,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,1,32
El Kowm II,EKII,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,1,19
El Kowm II,EKII,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,16
El Kowm II,EKII,Triticum monococcum spikelet forks,Poaceae,Triticum,D,0,13
El Kowm II,EKII,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,1,45
El Kowm II,EKII,Vicia sp.,Fabaceae,Vicia,D,0,10
El Kowm II,EKII,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,3
El Kowm II,EKII,Vulpia sp.,Poaceae,Vulpia,W,0,3
El_Lejjun,EL_EB,Carex sp.,Cyperaceae,Carex,W,0,0
El_Lejjun,EL_EB,Chenopodium murale L.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_EB,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_EB,Eleocharis sp.,Cyperaceae,Eleocharis,W,0,0
El_Lejjun,EL_EB,Galium sp.,Rubiaceae,Galium,W,0,0
El_Lejjun,EL_EB,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
El_Lejjun,EL_EB,Juncus sp.,Juncaceae,Juncus,W,0,0
El_Lejjun,EL_EB,Lens culinaris Medik.,Fabaceae,Lens,D,0,0
El_Lejjun,EL_EB,Lithospermum L. sp.,Boraginaceae,Lithospermum,W,0,0
El_Lejjun,EL_EB,Malva sp.,Malvaceae,Malva,W,0,0
El_Lejjun,EL_EB,Medicago sp.,Fabaceae,Medicago,W,0,0
El_Lejjun,EL_EB,Olea europaea L.,Oleaceae,Olea,D,0,0
El_Lejjun,EL_EB,Phalaris sp.,Poaceae,Phalaris,W,0,0
El_Lejjun,EL_EB,Phoenix dactylifera L.,Palmaceae,Phoenix,D,0,0
El_Lejjun,EL_EB,Pisum/Vicia sp.,Fabaceae,Pisum/Vicia,D,0,0
El_Lejjun,EL_EB,Plantago sp.,Plantaginaceae,Plantago,W,0,0
El_Lejjun,EL_EB,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
El_Lejjun,EL_EB,Prunus persica (L.) Batsch,Rosaceae,Prunus,W,0,0
El_Lejjun,EL_EB,Rumex sp.,Polygonaceae,Rumex,W,0,0
El_Lejjun,EL_EB,Silene sp.,Caryophyllaceae,Silene,W,0,0
El_Lejjun,EL_EB,Trifolium sp.,Fabaceae,Trifolium,W,0,0
El_Lejjun,EL_EB,Trigonella sp.,Fabaceae,Trigonella,W,0,0
El_Lejjun,EL_EB,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,0
El_Lejjun,EL_EB,Vicia sp.,Fabaceae,Vicia,D,0,0
El_Lejjun,EL_EB,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
El_Lejjun,EL_I,Carex sp.,Cyperaceae,Carex,W,0,0
El_Lejjun,EL_I,Chenopodium murale L.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_I,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_I,Eleocharis sp.,Cyperaceae,Eleocharis,W,0,0
El_Lejjun,EL_I,Galium sp.,Rubiaceae,Galium,W,0,0
El_Lejjun,EL_I,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
El_Lejjun,EL_I,Juncus sp.,Juncaceae,Juncus,W,0,0
El_Lejjun,EL_I,Lithospermum L. sp.,Boraginaceae,Lithospermum,W,0,0
El_Lejjun,EL_I,Malva sp.,Malvaceae,Malva,W,0,0
El_Lejjun,EL_I,Medicago sp.,Fabaceae,Medicago,W,0,0
El_Lejjun,EL_I,Olea europaea L.,Oleaceae,Olea,D,0,0
El_Lejjun,EL_I,Phalaris sp.,Poaceae,Phalaris,W,0,0
El_Lejjun,EL_I,Pisum/Vicia sp.,Fabaceae,Pisum/Vicia,D,0,0
El_Lejjun,EL_I,Plantago sp.,Plantaginaceae,Plantago,W,0,0
El_Lejjun,EL_I,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
El_Lejjun,EL_I,Rumex sp.,Polygonaceae,Rumex,W,0,0
El_Lejjun,EL_I,Silene sp.,Caryophyllaceae,Silene,W,0,0
El_Lejjun,EL_I,Trifolium sp.,Fabaceae,Trifolium,W,0,0
El_Lejjun,EL_I,Trigonella sp.,Fabaceae,Trigonella,W,0,0
El_Lejjun,EL_I,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,0
El_Lejjun,EL_I,Vicia sp.,Fabaceae,Vicia,D,0,0
El_Lejjun,EL_I,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
El_Lejjun,EL_LB,Carex sp.,Cyperaceae,Carex,W,0,0
El_Lejjun,EL_LB,Chenopodium murale L.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_LB,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_LB,Eleocharis sp.,Cyperaceae,Eleocharis,W,0,0
El_Lejjun,EL_LB,Galium sp.,Rubiaceae,Galium,W,0,0
El_Lejjun,EL_LB,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
El_Lejjun,EL_LB,Juncus sp.,Juncaceae,Juncus,W,0,0
El_Lejjun,EL_LB,Lens culinaris Medik.,Fabaceae,Lens,D,0,0
El_Lejjun,EL_LB,Lithospermum L. sp.,Boraginaceae,Lithospermum,W,0,0
El_Lejjun,EL_LB,Malva sp.,Malvaceae,Malva,W,0,0
El_Lejjun,EL_LB,Medicago sp.,Fabaceae,Medicago,W,0,0
El_Lejjun,EL_LB,Olea europaea L.,Oleaceae,Olea,D,0,0
El_Lejjun,EL_LB,Phalaris sp.,Poaceae,Phalaris,W,0,0
El_Lejjun,EL_LB,Phoenix dactylifera L.,Palmaceae,Phoenix,D,0,0
El_Lejjun,EL_LB,Pisum/Vicia sp.,Fabaceae,Pisum/Vicia,D,0,0
El_Lejjun,EL_LB,Plantago sp.,Plantaginaceae,Plantago,W,0,0
El_Lejjun,EL_LB,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
El_Lejjun,EL_LB,Rumex sp.,Polygonaceae,Rumex,W,0,0
El_Lejjun,EL_LB,Silene sp.,Caryophyllaceae,Silene,W,0,0
El_Lejjun,EL_LB,Trifolium sp.,Fabaceae,Trifolium,W,0,0
El_Lejjun,EL_LB,Trigonella sp.,Fabaceae,Trigonella,W,0,0
El_Lejjun,EL_LB,Vicia sp.,Fabaceae,Vicia,D,0,0
El_Lejjun,EL_LB,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
El_Lejjun,EL_R,Carex sp.,Cyperaceae,Carex,W,0,0
El_Lejjun,EL_R,Chenopodium murale L.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_R,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0
El_Lejjun,EL_R,Eleocharis sp.,Cyperaceae,Eleocharis,W,0,0
El_Lejjun,EL_R,Galium sp.,Rubiaceae,Galium,W,0,0
El_Lejjun,EL_R,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
El_Lejjun,EL_R,Juncus sp.,Juncaceae,Juncus,W,0,0
El_Lejjun,EL_R,Lens culinaris Medik.,Fabaceae,Lens,D,0,0
El_Lejjun,EL_R,Lithospermum L. sp.,Boraginaceae,Lithospermum,W,0,0
El_Lejjun,EL_R,Malva sp.,Malvaceae,Malva,W,0,0
El_Lejjun,EL_R,Medicago sp.,Fabaceae,Medicago,W,0,0
El_Lejjun,EL_R,Olea europaea L.,Oleaceae,Olea,D,0,0
El_Lejjun,EL_R,Phalaris sp.,Poaceae,Phalaris,W,0,0
El_Lejjun,EL_R,Phoenix dactylifera L.,Palmaceae,Phoenix,D,0,0
El_Lejjun,EL_R,Pisum/Vicia sp.,Fabaceae,Pisum/Vicia,D,0,0
El_Lejjun,EL_R,Plantago sp.,Plantaginaceae,Plantago,W,0,0
El_Lejjun,EL_R,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
El_Lejjun,EL_R,Prunus persica (L.) Batsch,Rosaceae,Prunus,W,0,0
El_Lejjun,EL_R,Rumex sp.,Polygonaceae,Rumex,W,0,0
El_Lejjun,EL_R,Silene sp.,Caryophyllaceae,Silene,W,0,0
El_Lejjun,EL_R,Trifolium sp.,Fabaceae,Trifolium,W,0,0
El_Lejjun,EL_R,Trigonella sp.,Fabaceae,Trigonella,W,0,0
El_Lejjun,EL_R,Vicia sp.,Fabaceae,Vicia,D,0,0
El_Lejjun,EL_R,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
Emar,EM_EBA,Adonis sp.,Ranunculaceae,Adonis,W,0,1102535832,15,3846153846
Emar,EM_EBA,Aegilops sp. grains,Poaceae,Aegilops,W,0,4685777288,53,8461538462
Emar,EM_EBA,Aegilops sp. glume bases (spikelet bases),Poaceae,Aegilops,W,0,3583241455,53,8461538462
Emar,EM_EBA,Aizoon hispanicum,Aizoaceae,Aizoon,W,0,5237045204,30,7692307692
Emar,EM_EBA,Ajuga sp.,Lamiaceae,Ajuga,W,0,0551267916,15,3846153846
Emar,EM_EBA,Allium sp.,Liliaceae,Allium,W,0,0826901874,7,6923076923
Emar,EM_EBA,Alopecurus sp.,Poaceae,Alopecurus,W,0,0275633958,7,6923076923
Emar,EM_EBA,Androsace maxima L.,Primulaceae,Androsace,W,0,2205071665,30,7692307692
Emar,EM_EBA,Anthemis sp. L.,Asteraceae,Anthemis,W,0,0275633958,7,6923076923
Emar,EM_EBA,Arnebia decumbens  (Vent.) Cosson & Kralik, uncarbonized,Boraginaceae,Arnebia,W,0,3858875413,7,6923076923
Emar,EM_EBA,Arnebia decumbens (Vent.) Cosson & Kralik,Boraginaceae,Arnebia,W,0,0551267916,7,6923076923
Emar,EM_EBA,Astragalus sp.,Fabaceae,Astragalus,W,0,3031973539,38,4615384615
Emar,EM_EBA,Atriplex rosea L.,Chenopodiaceae,Atriplex,W,0,0275633958,7,6923076923
Emar,EM_EBA,Bromus sp.,Poaceae,Bromus,W,2,1499448732,69,2307692308
Emar,EM_EBA,Cereal indeterminate culm,Poaceae,_,D,5,4851157663,84,6153846154
Emar,EM_EBA,Cereal indeterminate grains,Poaceae,_,D,1,8467475193,30,7692307692
Emar,EM_EBA,Cereal indeterminate roots,Poaceae,_,D,0,1929437707,23,0769230769
Emar,EM_EBA,cf. Lens sp.,Fabaceae,Lens,W,0,0275633958,7,6923076923
Emar,EM_EBA,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0275633958,7,6923076923
Emar,EM_EBA,Cicer arietinum L.,Fabaceae,Cicer,D,0,0275633958,7,6923076923
Emar,EM_EBA,Asteraceae indet.,Asteraceae,_,W,0,0275633958,7,6923076923
Emar,EM_EBA,Asteraceae indet.,Asteraceae,_,W,0,0275633958,7,6923076923
Emar,EM_EBA,Coronilla sp.,Fabaceae,Coronilla,W,0,1929437707,23,0769230769
Emar,EM_EBA,Cyperaceae indet.,Cyperaceae,_,W,0,0551267916,15,3846153846
Emar,EM_EBA,Echium L. sp.,Boraginaceae,Echium,W,0,0826901874,15,3846153846
Emar,EM_EBA,Eremopyrum sp.,Poaceae,Eremopyrum,W,3,6108048512,84,6153846154
Emar,EM_EBA,Ficus carica L.,Moraceae,Ficus,D,0,2205071665,38,4615384615
Emar,EM_EBA,Galium sp.,Rubiaceae,Galium,W,1,4608599779,61,5384615385
Emar,EM_EBA,Galium spurium L.,Rubiaceae,Galium,W,0,1653803749,7,6923076923
Emar,EM_EBA,Glaucium sp.,Papaveraceae,Glaucium,W,0,0551267916,15,3846153846
Emar,EM_EBA,Poaceae indet. culm fragments,Poaceae,_,W,0,0551267916,7,6923076923
Emar,EM_EBA,Poaceae indet. large,Poaceae,_,W,4,6030871003,38,4615384615
Emar,EM_EBA,Poaceae indet. medium,Poaceae,_,W,0,2756339581,15,3846153846
Emar,EM_EBA,Poaceae indet. small,Poaceae,_,W,2,7287761852,30,7692307692
Emar,EM_EBA,Gypsophila sp.,Caryophyllaceae,Gypsophila,W,0,441014333,30,7692307692
Emar,EM_EBA,Hippocrepis sp.,Fabaceae,Hippocrepis,W,0,0275633958,7,6923076923
Emar,EM_EBA,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,4,6030871003,38,4615384615
Emar,EM_EBA,Hordeum distichum rachis ,Poaceae,Hordeum,D,10,5567805954,46,1538461538
Emar,EM_EBA,Hordeum sp. rachis internodes,Poaceae,Hordeum,W,7,7453142227,23,0769230769
Emar,EM_EBA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,22,2160970232,100
Emar,EM_EBA,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,5512679162,7,6923076923
Emar,EM_EBA,Hordeum spontaneum Koch,Poaceae,Hordeum,W,0,2205071665,7,6923076923
Emar,EM_EBA,Hordeum spontaneum rachis internodes,Poaceae,Hordeum,W,0,9647188534,53,8461538462
Emar,EM_EBA,Hordeum sp. (wild),Poaceae,Hordeum,W,3,1697905182,76,9230769231
Emar,EM_EBA,Hordeum vulgare vulgare grain,Poaceae,Hordeum,D,0,0826901874,7,6923076923
Emar,EM_EBA,Hordeum vulgare vulgare rachis,Poaceae,Hordeum,D,0,0826901874,23,0769230769
Emar,EM_EBA,indeterminata,_,_,W,2,6736493936,92,3076923077
Emar,EM_EBA,Lathyrus cicera/sativus,Fabaceae,Lathyrus,D,0,0275633958,7,6923076923
Emar,EM_EBA,Fabaceae indeterminate large,Fabaceae,_,W,0,2480705623,15,3846153846
Emar,EM_EBA,Fabaceae indeterminate medium,Fabaceae,,W,0,1653803749,15,3846153846
Emar,EM_EBA,Fabaceae indeterminate small,Fabaceae,_,W,0,441014333,30,7692307692
Emar,EM_EBA,Lens culinaris Medik.,Fabaceae,Lens,D,0,3307607497,23,0769230769
